"","date","Dog_name","Weight","std"
"629",2021-04-21,"simone",9.25,NA
"630",2021-04-27,"raisin",16.75,NA
"631",2021-04-27,"simone",9.125,NA
"632",2021-04-29,"raisin",16.75,NA
"633",2021-04-29,"simone",9,NA
"634",2021-05-04,"raisin",16.75,NA
"635",2021-05-04,"simone",8.8125,NA
"636",2021-05-07,"raisin",16.9375,NA
"637",2021-05-07,"simone",9,NA
"638",2021-05-12,"raisin",16.8125,NA
"639",2021-05-12,"simone",8.9375,NA
"640",2021-05-15,"raisin",17.25,NA
"641",2021-05-15,"simone",9.1875,NA
"642",2021-05-17,"raisin",17.0625,NA
"643",2021-05-17,"simone",9,NA
"644",2021-05-18,"raisin",16.9375,NA
"645",2021-05-18,"simone",9.125,NA
"646",2021-05-20,"raisin",16.8125,NA
"647",2021-05-20,"simone",9.25,NA
"648",2021-05-21,"raisin",16.8125,NA
"649",2021-05-21,"simone",8.875,NA
"650",2021-05-24,"raisin",16.9375,NA
"651",2021-05-24,"simone",9.375,NA
"652",2021-05-25,"raisin",16.875,NA
"653",2021-05-25,"simone",9.1875,NA
"654",2021-05-27,"raisin",16.75,NA
"655",2021-05-27,"simone",9.25,NA
"656",2021-05-31,"raisin",16.875,NA
"657",2021-05-31,"simone",9.125,NA
"658",2021-06-02,"raisin",17.125,NA
"659",2021-06-02,"simone",9.3125,NA
"660",2021-06-04,"raisin",17.5625,21.0375
"661",2021-06-04,"simone",9.4375,21.0375
"662",2021-06-06,"raisin",17,NA
"663",2021-06-06,"simone",9.5625,NA
"664",2021-06-07,"raisin",16.9375,NA
"665",2021-06-07,"simone",9.3125,NA
"666",2021-06-09,"raisin",17.125,NA
"667",2021-06-09,"simone",9.4375,NA
"668",2021-06-12,"raisin",17.125,NA
"669",2021-06-12,"simone",9.25,NA
"670",2021-06-14,"raisin",16.9375,NA
"671",2021-06-14,"simone",9.625,NA
"672",2021-06-16,"raisin",16.9375,NA
"673",2021-06-16,"simone",9.5,NA
"674",2021-06-19,"raisin",17.1875,NA
"675",2021-06-19,"simone",9.625,NA
"676",2021-06-21,"raisin",17.0625,NA
"677",2021-06-21,"simone",9.5625,NA
"678",2021-06-23,"raisin",17.125,NA
"679",2021-06-23,"simone",9.5625,NA
"680",2021-06-24,"raisin",17.0625,NA
"681",2021-06-24,"simone",9.5625,NA
"682",2021-06-26,"raisin",17.125,NA
"683",2021-06-26,"simone",9.6875,NA
"684",2021-07-22,"raisin",17.5,NA
"685",2021-07-22,"simone",9.5,NA
"686",2021-07-28,"raisin",17.1875,NA
"687",2021-07-28,"simone",9.625,NA
"688",2021-07-30,"raisin",17.25,NA
"689",2021-07-30,"simone",9.5,NA
"690",2021-08-04,"raisin",17.1875,NA
"691",2021-08-04,"simone",9.375,NA
"692",2021-08-08,"raisin",17.0625,NA
"693",2021-08-08,"simone",9.4375,NA
"694",2021-08-13,"raisin",17.0625,NA
"695",2021-08-13,"simone",9.375,NA
"696",2021-08-18,"raisin",16.9375,NA
"697",2021-08-18,"simone",9.5,NA
"698",2021-08-19,"raisin",16.75,NA
"699",2021-08-19,"simone",9.4375,NA
"700",2021-08-31,"raisin",17.9375,NA
"701",2021-08-31,"simone",9.4375,NA
"702",2021-09-03,"raisin",17.5,NA
"703",2021-09-03,"simone",9.25,NA
"704",2021-09-06,"raisin",17.6875,NA
"705",2021-09-06,"simone",9.375,NA
"706",2021-09-10,"raisin",17.4375,NA
"707",2021-09-10,"simone",9.25,NA
"708",2021-09-30,"raisin",17.4375,NA
"709",2021-09-30,"simone",8.875,NA
"710",2021-10-01,"raisin",17.3125,NA
"711",2021-10-01,"simone",9.0625,NA
"712",2021-10-08,"raisin",17.125,NA
"713",2021-10-08,"simone",8.8125,NA
"714",2021-10-11,"raisin",17.3125,NA
"715",2021-10-11,"simone",8.8125,NA
"716",2021-10-18,"raisin",17.1875,NA
"717",2021-10-18,"simone",8.4375,NA
"718",2021-10-21,"raisin",17.125,NA
"719",2021-10-21,"simone",8.5,NA
"720",2021-10-28,"raisin",17.25,NA
"721",2021-10-28,"simone",8.5,NA
"722",2021-11-01,"raisin",17.375,NA
"723",2021-11-01,"simone",8.375,NA
"724",2021-11-07,"raisin",17,NA
"725",2021-11-07,"simone",8.375,NA
"726",2021-11-12,"raisin",16.8125,NA
"727",2021-11-12,"simone",8.5,NA
"728",2021-11-16,"raisin",17.125,NA
"729",2021-11-16,"simone",8.25,NA
"730",2021-11-21,"raisin",16.8125,NA
"731",2021-11-21,"simone",8.25,NA
"732",2021-11-24,"raisin",16.75,NA
"733",2021-11-24,"simone",8.125,NA
"734",2021-12-01,"raisin",16.625,NA
"735",2021-12-01,"simone",8.125,NA
"736",2021-12-03,"raisin",16.5,NA
"737",2021-12-03,"simone",8.125,NA
"738",2021-12-10,"raisin",16.875,NA
"739",2021-12-10,"simone",8.1875,NA
"740",2021-12-13,"raisin",16.5,NA
"741",2021-12-13,"simone",8.25,NA
"742",2021-12-17,"raisin",16.5625,NA
"743",2021-12-17,"simone",7.875,NA
"744",2022-01-17,"raisin",17.5,NA
"745",2022-01-17,"simone",7.6875,NA
"746",2022-01-19,"raisin",17.375,NA
"747",2022-01-19,"simone",7.75,NA
"748",2022-01-21,"raisin",17.8125,NA
"749",2022-01-21,"simone",7.9375,NA
"750",2022-01-24,"raisin",17.625,NA
"751",2022-01-24,"simone",7.75,NA
"752",2022-01-26,"raisin",17.625,NA
"753",2022-01-26,"simone",8,NA
"754",2022-01-29,"raisin",17.5625,NA
"755",2022-01-29,"simone",7.75,NA
"756",2022-01-31,"raisin",17.5,NA
"757",2022-01-31,"simone",7.75,NA
"758",2022-02-03,"raisin",17.0625,NA
"759",2022-02-03,"simone",7.6875,NA
"760",2022-02-05,"raisin",17.1875,NA
"761",2022-02-05,"simone",7.75,NA
"762",2022-02-09,"raisin",17.4375,NA
"763",2022-02-09,"simone",8,NA
"764",2022-02-11,"raisin",17.3125,NA
"765",2022-02-11,"simone",8.0625,NA
"766",2022-02-21,"raisin",17.8125,NA
"767",2022-02-21,"simone",7.5,NA
"768",2022-02-23,"raisin",17.8125,NA
"769",2022-02-23,"simone",7.75,NA
"770",2022-02-26,"raisin",17.5,NA
"771",2022-02-26,"simone",7.875,NA
"772",2022-03-08,"raisin",18.1875,NA
"773",2022-03-08,"simone",7.625,NA
"774",2022-03-10,"raisin",17.8125,NA
"775",2022-03-10,"simone",7.75,NA
"776",2022-03-15,"raisin",17.5,NA
"777",2022-03-15,"simone",7.6875,NA
"778",2022-03-16,"raisin",17.3125,NA
"779",2022-03-16,"simone",7.75,NA
"780",2022-03-18,"raisin",17.3125,NA
"781",2022-03-18,"simone",7.625,NA
"782",2022-03-21,"raisin",17.375,NA
"783",2022-03-21,"simone",7.6875,NA
"784",2022-04-02,"raisin",17.9375,NA
"785",2022-04-02,"simone",7.9375,NA
"786",2022-04-04,"raisin",17.6875,NA
"787",2022-04-04,"simone",7.8125,NA
"788",2022-04-06,"raisin",17.6875,NA
"789",2022-04-06,"simone",7.75,NA
"790",2022-04-08,"raisin",17.6875,NA
"791",2022-04-08,"simone",7.375,NA
"792",2022-04-11,"raisin",17.3125,NA
"793",2022-04-11,"simone",7.5,NA
"794",2022-04-13,"raisin",17.4375,NA
"795",2022-04-13,"simone",8.0625,NA
"796",2022-04-16,"raisin",17.3125,NA
"797",2022-04-16,"simone",7.8125,NA
"798",2022-04-25,"raisin",17.625,20.009625
"799",2022-04-25,"simone",8.5,20.009625
"800",2022-04-27,"raisin",17.5,NA
"801",2022-04-27,"simone",8.0625,NA
"802",2022-04-29,"raisin",17.6875,NA
"803",2022-04-29,"simone",7.875,NA
"804",2022-05-04,"raisin",17.25,NA
"805",2022-05-04,"simone",7.625,NA
"806",2022-05-06,"raisin",17.4375,NA
"807",2022-05-06,"simone",7.5625,NA
"808",NA,"raisin",17.8125,NA
"809",NA,"simone",10.4375,NA
"810",NA,"gagne",10.5625,NA
